isotype	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9
NIC236	BGI1-RET6-NIC236	UNKNOWN	NIC236	2746947	2636703	0	131.862	2674849	54870	4377	3354	2885	2254	1634	888	460	186	99	77	168	181	408	257	0	121067	219574	182775	144999	108169	41251	62550	40426	25525	14564
NIC236	BGI2-RET5-NIC237	UNKNOWN	NIC236	13081932	12646406	0	152.419	12710707	263910	25253	20238	18390	14858	10629	6440	3144	1356	633	435	655	832	2773	1679	0	623898	1163336	995580	806602	615859	235817	361320	233656	150023	91688
NIC236	BGI2-RET6-NIC236	UNKNOWN	NIC236	9052863	8570847	0	114.259	8820984	177396	14369	10451	8920	6950	4823	2926	1405	619	310	235	324	417	1615	1119	0	401666	740841	634569	521761	407209	160631	252986	172806	114167	70072
NIC236	BGI3-RET5a-NIC237	UNKNOWN	NIC236	25324858	24465807	0	130.914	24613868	513651	47992	37451	34403	28028	20086	12068	6310	2654	1247	714	579	872	3086	1849	0	1194120	2219935	1894058	1535369	1171248	451957	690638	453248	291172	179018
NIC236	BGI3-RET6a-NIC236	UNKNOWN	NIC236	22277300	21246590	0	95.4323	21711326	438909	35063	25514	21707	16699	11136	6434	3212	1410	730	573	585	1012	2045	945	0	965908	1765421	1487672	1199571	920952	363429	566669	386661	257078	161447
NIC242	UChicago-EA1-NIC242	UNKNOWN	NIC242	13494748	13383772	0	136.558	13140351	289433	17977	11050	9076	7193	5364	3507	1924	902	470	274	240	405	464	1393	4725	1070070	930530	765174	594352	441580	316061	203888	134606	84070	56160
NIC242	UChicago2-L007-NIC242	UNKNOWN	NIC242	20876156	20703596	0	76.8208	20347186	451747	25896	14540	10932	8505	6207	3840	2021	951	463	271	185	168	202	584	2458	1594859	1368610	1109247	853855	617978	431191	277809	180564	109203	70533
NIC251	UChicago-EA1-NIC251	UNKNOWN	NIC251	17387813	17181570	0	111.281	16951396	371993	20645	10965	8303	6466	4667	3142	1757	933	518	274	264	550	470	1242	4228	1298762	1111339	903363	692973	512238	357311	227694	150648	94980	62409
NIC251	UChicago2-L007-NIC251	UNKNOWN	NIC251	17952477	17697347	0	89.1656	17495932	392086	22097	11681	8670	6540	4877	3045	1633	926	535	233	195	261	365	596	2805	1323203	1133336	916517	700634	508120	351259	224701	146557	90618	58922
NIC252	UChicago-EA2-NIC252	UNKNOWN	NIC252	13153374	13011646	0	105.29	12820255	281937	16051	8890	6867	5359	4009	2620	1438	800	368	230	188	280	282	768	3032	1014359	874002	710545	547012	404455	282922	182086	119477	74906	49442
NIC252	UChicago2-L008-NIC252	UNKNOWN	NIC252	13987931	13816638	0	74.248	13639554	301098	16383	9055	6624	4980	3730	2236	1213	615	276	138	108	95	124	263	1439	1027477	869069	695535	526076	376313	257583	163401	103675	64021	40354
NIC255	UChicago-EA2-NIC255	UNKNOWN	NIC255	12865027	12703921	0	107.509	12532956	278764	16319	9247	7053	5455	4187	2712	1499	744	359	187	158	336	370	837	3844	1056263	920163	756522	587941	435294	307868	199499	131825	83228	56298
NIC255	UChicago2-L008-NIC255	UNKNOWN	NIC255	18320122	18094058	0	72.7431	17856385	399543	22446	12225	9012	6720	4910	3047	1593	818	441	185	143	152	277	373	1852	1395380	1188461	953359	727947	522614	360450	231532	148564	91815	59703
NIC256	UChicago-EA2-NIC256	UNKNOWN	NIC256	11610887	11499642	0	119.029	11312451	250065	14761	7981	6280	4828	3605	2309	1303	643	350	222	215	441	516	1235	3682	948653	823394	677023	524247	388364	274972	177398	115351	72948	48670
NIC256	UChicago-EA2-NIC263	UNKNOWN	NIC256	10404156	10274070	0	133.474	10136414	222990	12689	7267	5714	4481	3400	2193	1275	605	296	219	148	289	427	1196	4553	842047	738473	612633	476071	353289	253701	164610	109183	69754	46952
NIC256	UChicago2-L008-NIC256	UNKNOWN	NIC256	15117499	14947356	0	69.8282	14737217	329208	17956	9774	7159	5174	3695	2288	1200	600	258	175	135	144	250	462	1804	1201739	1023080	823446	627725	449125	308693	196925	125151	76915	49532
NIC256	UChicago2-L008-NIC263	UNKNOWN	NIC256	14591607	14407355	0	81.6414	14224659	315155	17388	9599	7177	5608	3994	2428	1452	659	304	172	142	152	239	480	1999	1121543	955614	770982	588863	419837	291319	188373	121208	74827	49220
NIC258	UChicago-EA1-NIC258	UNKNOWN	NIC258	13802470	13638274	0	137.301	13456346	289601	16464	9415	7495	5795	4283	2824	1642	837	425	289	247	504	548	1528	4227	1024180	875883	715051	547815	403790	284797	183577	118303	74240	49700
NIC258	UChicago2-L007-NIC258	UNKNOWN	NIC258	21923928	21620525	0	80.4099	21380834	467065	25670	14183	10725	7944	5860	3658	2014	999	487	256	190	217	299	722	2805	1632523	1394233	1126409	859989	618827	428848	276770	176283	109088	72033
NIC259	UChicago-EA1-NIC259	UNKNOWN	NIC259	12165445	11933221	0	152.819	11840219	263199	17167	10470	8555	6851	5075	3285	1984	1012	526	317	302	536	599	1315	4033	922962	805334	659302	512200	381974	276352	183170	122661	78636	54021
NIC259	UChicago2-L007-NIC259	UNKNOWN	NIC259	14713790	14424040	0	90.8238	14334334	319481	19347	11139	8726	6639	4736	2894	1722	804	463	195	161	191	308	457	2193	1110487	962227	783790	603024	437761	309884	204625	134865	85646	58761
NIC260	UChicago-EA2-NIC260	UNKNOWN	NIC260	14835410	14693754	0	117.016	14459803	318883	17739	9747	7188	5831	4287	2808	1512	780	433	223	238	429	470	1065	3974	1099503	943521	767232	588961	431887	305661	198089	128004	79970	53751
NIC260	UChicago2-L008-NIC260	UNKNOWN	NIC260	22637210	22380482	0	75.225	22073827	488906	26070	14107	10305	7791	5620	3460	1902	920	437	202	155	207	331	564	2406	1643854	1393532	1116616	843206	602821	414855	265825	168812	103522	66456
NIC261	UChicago-EA1-NIC261	UNKNOWN	NIC261	15975953	15789289	0	119.651	15569811	340656	19829	11202	8669	6878	5129	3359	1851	944	421	292	259	364	444	1369	4476	1220962	1055955	864104	663605	488533	344426	223925	148813	95031	63228
NIC261	UChicago2-L007-NIC261	UNKNOWN	NIC261	25039783	24717042	0	70.8979	24415905	538985	29765	16181	11922	8972	6317	4094	2165	1062	510	245	148	157	271	553	2531	1860232	1598314	1294494	987323	708012	489305	317493	206108	128569	85006
NIC262	UChicago-EA1-NIC262	UNKNOWN	NIC262	11379403	11104019	0	138.801	11087596	240164	14429	8643	6975	5435	4269	2808	1516	791	468	273	315	505	536	1305	3375	853405	737458	610216	476127	357929	261777	176706	118714	77309	51812
NIC262	UChicago2-L007-NIC262	UNKNOWN	NIC262	20252544	19815657	0	75.8992	19747661	431430	24455	13989	10422	8135	5875	3745	1996	996	463	232	203	177	262	525	1978	1499892	1284069	1046953	808874	590350	417619	278830	183003	115615	77496
NIC265	UChicago-EA2-NIC265	UNKNOWN	NIC265	12123961	11851589	0	101.136	11811774	263173	15496	8479	6648	5291	3901	2514	1468	740	360	186	164	297	254	726	2490	922194	800946	663674	514016	383102	274796	183821	125761	82224	56761
NIC265	UChicago2-L008-NIC265	UNKNOWN	NIC265	15320508	14989184	0	78.2137	14930964	333122	19149	10903	7917	6102	4409	2878	1621	804	328	156	96	76	150	298	1535	1121500	962045	783080	598891	432271	302191	199112	133198	85024	57020
NIC266	UChicago-EA2-NIC266	UNKNOWN	NIC266	13286314	13166320	0	157.727	12941689	286729	16273	9345	7333	5766	4301	2819	1637	926	457	312	235	412	455	1487	6138	990398	853320	694840	535780	399549	282727	180959	118889	73936	48794
NIC266	UChicago2-L008-NIC266	UNKNOWN	NIC266	19428932	19226173	0	97.258	18935727	421187	23705	13202	10058	7460	5430	3450	1846	991	457	257	250	269	382	824	3437	1438138	1219801	977022	744646	535547	369013	235700	149259	91628	58010
NIC267	UChicago-EA2-NIC267	UNKNOWN	NIC267	13691204	13614451	0	111.472	13338571	292906	18182	10566	8295	6521	4851	3194	1922	954	395	229	221	354	527	820	2696	1057874	918496	749982	580185	429620	304378	196996	129467	81379	54219
NIC267	UChicago-EA2-NIC270	UNKNOWN	NIC267	14953432	14860881	0	96.4661	14576073	322311	18036	9662	7379	5564	4181	2749	1539	783	336	182	212	381	374	819	2851	1144625	981644	795865	611651	450513	316236	205325	134358	84816	55677
NIC267	UChicago2-L008-NIC267	UNKNOWN	NIC267	27092361	26933421	0	66.0589	26414446	583344	33728	18343	13491	10012	7337	4382	2593	1169	546	266	194	186	289	449	1586	2030689	1730408	1387426	1053172	756232	520470	333174	213435	130553	83557
NIC267	UChicago2-L008-NIC270	UNKNOWN	NIC267	20025877	19898504	0	66.9847	19528959	433759	22932	12124	8877	6415	4640	2804	1599	762	359	167	138	144	219	371	1608	1444122	1217122	969847	733686	523755	358556	229349	145915	89666	56629
NIC268	UChicago-EA2-NIC268	UNKNOWN	NIC268	15660688	15452297	0	110.94	15265274	334482	18882	10513	7784	6113	4610	3117	1720	821	516	296	273	446	433	1193	4215	1219501	1053935	862597	665952	496018	353514	232453	154673	99012	65220
NIC268	UChicago2-L008-NIC268	UNKNOWN	NIC268	22267919	21979859	0	70.2896	21716689	479509	25786	13604	9991	7070	5389	3287	1818	803	496	212	190	208	291	528	2048	1627147	1380196	1102945	835088	600931	415860	267750	172252	107706	68949
NIC269	UChicago-EA1-NIC269	UNKNOWN	NIC269	18240018	18012093	0	107.781	17786104	384656	21695	12042	9113	7235	5222	3295	1822	824	417	246	291	404	468	1445	4739	1387691	1191341	967396	746693	549973	386267	249762	164025	103590	69688
NIC269	UChicago2-L007-NIC269	UNKNOWN	NIC269	26398849	26050444	0	62.1524	25753412	564847	29723	15484	11210	8145	5652	3556	1816	848	381	173	171	222	231	518	2460	1933040	1637443	1313076	1001023	715201	492318	317090	202917	126371	82156
NIC271	UChicago-EA2-NIC271	UNKNOWN	NIC271	13046484	12921282	0	119.932	12709727	278985	16755	9739	7661	6016	4443	2995	1684	778	383	237	213	314	787	1274	4493	1108227	970872	805049	627235	465215	328342	212703	139424	88086	58498
NIC271	UChicago2-L008-NIC271	UNKNOWN	NIC271	20355427	20132780	0	70.9344	19846536	438388	24411	13501	9956	7418	5294	3270	1840	897	378	208	172	184	284	564	2126	1606894	1365852	1101618	836785	598988	412843	262218	167979	103297	67183
NIC272	UChicago-EA1-NIC273	UNKNOWN	NIC272	14980972	14799667	0	81.3169	14622686	314195	16009	7884	5527	4068	3098	1898	1045	489	248	134	143	352	351	726	2119	1045435	882967	708243	537640	394164	273399	177053	115748	73534	49398
NIC272	UChicago-EA1-NIC274	UNKNOWN	NIC272	18224815	15617066	0	48.4884	17784076	383533	20527	10203	7441	5731	4328	2808	1595	681	351	185	161	303	282	618	1992	1200600	1077622	941232	812294	714893	624065	519813	413172	299595	197743
NIC272	UChicago2-L007-NIC273	UNKNOWN	NIC272	13042654	12866401	0	85.1855	12718785	281600	15000	7825	5554	4111	2980	1918	1068	465	230	129	77	121	209	381	2201	920906	782647	628426	476290	340418	236882	152722	98218	61571	41605
NIC272	UChicago2-L007-NIC274	UNKNOWN	NIC272	13331464	11375342	0	53.0012	12998875	286515	16239	8429	6233	4703	3392	2190	1237	651	256	164	107	93	143	295	1942	883034	794016	692972	598132	514170	451763	376878	297312	214531	142282
NIC272	UChicago2-L008-NIC272	UNKNOWN	NIC272	22608424	22050797	0	61.1118	22043725	486984	27830	15005	11200	8220	5985	3475	1929	891	378	200	139	156	252	394	1661	1701308	1450089	1171694	900962	658423	463017	310321	204861	132436	89701
NIC272	UChicago-EA2-NIC272	UNKNOWN	NIC273	14683128	14304137	0	107.052	14307934	313004	18887	10971	8515	6591	4875	3376	1900	927	404	265	265	425	700	1040	3049	1145018	993128	818967	641280	484692	349817	237783	161642	106274	74320
NIC275	UChicago-EA1-NIC275	UNKNOWN	NIC275	9341737	9247426	0	181.99	9091059	200148	12740	8171	6774	5482	4318	2879	1766	932	434	285	323	461	888	1251	3826	729372	633264	520710	406680	301834	216631	139790	90567	56979	38066
NIC275	UChicago2-L007-NIC275	UNKNOWN	NIC275	18405463	18201605	0	97.5293	17935439	392822	23461	14319	11118	8716	6583	4182	2551	1184	587	305	226	246	477	693	2554	1434189	1239332	1011892	780790	568519	395970	255746	164614	101960	67634
NIC276	UChicago-EA2-NIC276	UNKNOWN	NIC276	12021858	11857952	0	110.017	11722809	254622	14055	7689	5802	4415	3396	2161	1261	596	289	170	166	305	418	847	2857	877753	752369	611392	469164	348443	247864	164535	109341	69732	45808
NIC276	UChicago2-L008-NIC276	UNKNOWN	NIC276	13655246	13498148	0	76.2472	13321480	289901	15682	8230	5893	4425	3268	2007	1107	509	248	116	62	137	262	376	1543	972721	826048	657510	495857	356818	247177	160287	103039	63873	41061
NIC277	UChicago-EA2-NIC277	UNKNOWN	NIC277	14233243	14143189	0	112.421	13875332	305242	16798	8810	6702	5204	3894	2444	1432	736	342	178	174	326	419	1094	4116	1077248	924017	747423	574251	423102	301418	193043	126256	79330	52153
NIC277	UChicago2-L008-NIC277	UNKNOWN	NIC277	20322407	20184846	0	71.1197	19817395	439721	23839	12482	8791	6522	4765	2932	1613	770	317	164	144	139	290	468	2055	1474758	1246454	991644	748555	536325	368015	235881	148332	91127	58203
NIC2	BGI1-RET2-NIC2	UNKNOWN	NIC2	15318422	11400322	0	75.0082	14963425	282604	18210	13351	11428	9003	6531	3697	1809	925	400	272	598	868	3307	1994	0	589488	1133496	1052781	978805	912375	425113	773061	629852	460597	292437
NIC2	BGI2-RET2-NIC2	UNKNOWN	NIC2	15064534	11262944	0	73.4385	14715882	278328	18043	12974	11175	8699	6355	3600	1718	842	410	322	542	835	3023	1786	0	581664	1112480	1026406	952084	880564	407506	740481	602417	442518	285142
NIC2	BGI3-RET2a-NIC2	UNKNOWN	NIC2	34070499	24292349	0	52.4312	33304734	621136	38912	27567	23423	18533	13477	7791	3846	1914	764	455	587	1251	4219	1890	0	1288509	2495121	2351392	2234627	2124073	1009813	1874808	1565301	1167706	757282
NIC2	Princeton1-PL_5-NIC2	UNKNOWN	NIC2	19375966	18593009	0	125.625	18915230	403417	20287	10451	7936	6003	4193	2332	1302	627	249	133	195	790	840	925	1056	1130475	909719	697800	478178	323202	163262	101489	55618	28327	15845
NIC2	Princeton1-PL_6-NIC2	UNKNOWN	NIC2	4254034	4131581	0	109.944	4152078	88712	4645	2455	1848	1366	954	586	325	152	73	35	62	222	253	200	68	275992	226641	174417	122449	85187	44811	29023	15944	8154	4290
NIC3	BGI1-RET3-NIC3	UNKNOWN	NIC3	14289392	7869209	0	39.4556	14005109	240774	11667	7677	6598	5032	3517	2046	1043	506	238	210	436	603	2296	1640	0	479990	974598	994356	1039262	1095872	557321	1076920	933587	702426	448488
NIC3	BGI1-RET4-NIC4	UNKNOWN	NIC3	5912252	4962644	0	116.466	5766929	112893	8032	5878	4934	3724	2767	1557	838	393	229	173	350	482	1832	1241	0	242372	455489	406252	353899	306195	134438	231632	179962	128129	80259
NIC3	BGI2-RET3-NIC3	UNKNOWN	NIC3	16489177	8981579	0	37.8996	16163866	275645	13112	8917	7524	5813	4257	2449	1237	591	287	237	470	600	2448	1724	0	549383	1120165	1146910	1205000	1269924	646761	1256441	1091619	826733	533628
NIC3	BGI2-RET4-NIC4	UNKNOWN	NIC3	5522897	4629235	0	115.836	5388316	104487	7485	5367	4662	3482	2502	1432	781	374	195	169	311	419	1749	1166	0	225723	424648	377912	330142	286596	125272	216767	168612	119764	75766
NIC3	BGI3-RET3a-NIC3	UNKNOWN	NIC3	29114655	16103368	0	26.8557	28542820	492826	22890	14927	12682	9466	6815	3929	2046	896	338	247	331	608	2341	1493	0	963729	1956772	1985245	2074684	2177529	1116117	2164451	1887673	1434449	925686
NIC3	BGI3-RET4a-NIC4	UNKNOWN	NIC3	14338564	11847906	0	82.5729	13991585	271427	19996	14287	12191	9283	7089	4032	2184	1077	403	292	360	623	2359	1376	0	586898	1112360	998729	883112	770849	342146	602243	476037	342001	218577
NIC3	Princeton1-PL_5-NIC3	UNKNOWN	NIC3	25109299	24218546	0	89.5946	24510631	520666	28099	14581	11332	8777	6188	3656	1822	854	371	161	174	469	446	510	562	1529702	1256058	970363	675447	471688	256909	171485	98759	53024	29922
NIC3	Princeton1-PL_6-NIC3	UNKNOWN	NIC3	5028404	4892095	0	80.2937	4908203	103916	5880	3096	2342	1788	1314	816	401	169	89	37	38	111	105	70	29	331685	275347	214197	150627	107853	60151	40495	23612	12365	6575
NIC3	Princeton1-PL_7-NIC4	UNKNOWN	NIC3	21188432	20495872	0	94.262	20687284	437529	23445	12087	9065	6615	4904	2814	1438	688	286	149	152	435	475	548	518	1254411	1020758	779028	539175	375041	200691	133934	76628	40717	22451
NIC3	Princeton1-PL_8-NIC4	UNKNOWN	NIC3	7794810	7593415	0	84.1813	7609166	161412	8750	4530	3640	2528	1896	1151	604	284	125	65	61	192	205	145	56	500016	413184	319346	223849	159642	88502	59124	34258	17992	9827
PB303	BGI1-RET6-PB303	UNKNOWN	PB303	4569230	4534641	0	286.705	4445185	92697	7214	5209	4302	3369	2294	1296	722	355	264	315	714	981	2675	1638	0	203506	366597	299667	229490	166657	59388	84034	49159	28881	16372
PB303	BGI2-RET6-PB303	UNKNOWN	PB303	13994942	13881310	0	175.796	13628549	281641	22507	15008	12226	9558	6560	3851	2032	990	479	443	1118	1576	5908	2496	0	627043	1149277	962789	762640	568420	208926	305125	191635	118227	72197
PB303	BGI3-RET6b-PB303	UNKNOWN	PB303	26236499	26023402	0	149.188	25556348	528175	41790	28467	23166	18142	12133	7213	3844	1955	1076	980	1248	2734	7059	2169	0	1151477	2093306	1734054	1359731	999143	371852	547236	344037	214656	131287
PB303	Princeton1-PL_22-PB303	UNKNOWN	PB303	24133689	23927473	0	212.675	23538712	507800	26795	14055	10499	7727	5511	3131	1755	881	447	368	809	3676	3976	5788	1759	1571874	1284038	986525	697272	492742	275543	175481	101192	54786	31530
PB306	BGI1-RET2-PB306	UNKNOWN	PB306	12229574	12123760	0	155.255	11917558	239339	18744	13455	11589	8884	6449	3806	1888	980	379	240	503	648	3106	2006	0	545721	986350	814406	630842	462365	169187	245478	150323	90564	53205
PB306	BGI2-RET2-PB306	UNKNOWN	PB306	11954153	11849200	0	149.181	11652150	232796	18000	13217	10846	8441	6148	3533	1698	921	360	265	464	722	2860	1732	0	531841	960163	789710	610798	446347	162383	235418	144473	87753	51552
PB306	BGI3-RET2a-PB306	UNKNOWN	PB306	20363237	20175427	0	121.607	19848723	399106	30809	22111	18700	14708	10698	6323	3185	1654	597	321	323	859	3379	1741	0	918847	1668710	1390268	1089353	798183	295157	430840	268641	165410	98572
PB306	Princeton1-PL_9-PB306	UNKNOWN	PB306	14507008	14061606	0	82.4884	14169548	299221	14664	7640	5230	4013	2797	1660	816	386	177	83	108	305	219	98	43	830440	660441	498205	338312	224735	116801	73742	40869	21504	12049
PB306	Rockman-R096.2-PB306	UNKNOWN	PB306	10595917	10465729	0	82.5875	10348718	218673	11197	5677	3994	2932	2039	1198	562	271	117	61	66	138	109	92	73	594974	467313	344286	229735	154656	80673	51515	28473	14518	8029
PS2025	BGI1-RET7-PS2025	UNKNOWN	PS2025	15506037	15307602	0	102.596	15126488	313954	20959	12873	9813	7215	4717	2600	1346	569	277	205	438	582	2435	1566	0	644086	1152122	939541	720724	518793	187481	268688	164546	96088	55158
PS2025	BGI2-RET7-PS2025	UNKNOWN	PS2025	13283305	13113982	0	101.126	12960124	267802	17760	10755	8301	5765	4111	2368	1122	512	200	140	338	503	2137	1367	0	555286	999325	816972	632536	455571	165767	239910	146748	88361	51798
PS2025	BGI3-RET7a-PS2025	UNKNOWN	PS2025	24021724	23710649	0	93.0003	23431321	485836	33116	20822	15950	11786	8044	4404	2131	1114	569	430	544	1307	3016	1334	0	1004832	1807607	1486779	1157353	842635	312240	458780	288548	177731	108215
PS2025	Princeton1-PL_22-PS2025	UNKNOWN	PS2025	12124486	11950766	0	126.923	11835951	250057	12861	6899	5127	3809	2630	1604	778	373	166	94	203	1066	1092	1346	430	792218	653248	511311	365713	260092	147486	96495	56547	30731	18400
PX179	BGI1-RET6-PX179	UNKNOWN	PX179	3006604	2997981	0	154.3	2926778	61101	4972	3519	3078	2455	1663	1003	454	214	104	85	206	229	455	288	0	132003	239028	193221	147125	104626	37785	53263	30915	18059	10104
PX179	BGI2-RET6-PX179	UNKNOWN	PX179	9481196	9452856	0	143.965	9231789	191146	15614	11148	9130	7175	5047	2946	1436	707	282	226	447	625	2060	1418	0	425600	778838	644981	503264	372438	137366	198971	122600	75195	45707
PX179	BGI3-RET6a-PX179	UNKNOWN	PX179	24179213	24104425	0	114.853	23550636	488652	38978	27944	23599	17884	12182	7007	3446	1663	790	654	810	1274	2534	1160	0	1052214	1902056	1562934	1214756	886609	331236	485624	304429	188902	114950
PX179	Princeton1-PL_18-PX179	UNKNOWN	PX179	10849314	10805954	0	118.724	10580995	230705	12834	6904	5515	4200	2996	1796	948	417	172	89	137	410	411	371	414	665563	543761	407999	288370	203495	111173	71553	41347	22120	12308
PX179	Princeton1-PL_19-PX179	UNKNOWN	PX179	19440032	19348962	0	108.069	18948865	421748	23224	12457	9615	7392	5400	3141	1852	850	351	179	194	531	635	1256	2342	1313637	1112916	876344	643211	461985	296398	189473	116154	67760	41449
PX179	Rockman-R096.2-PX179	UNKNOWN	PX179	12104778	12038110	0	108.668	11818597	247995	12916	7161	5589	4372	3035	1750	999	451	227	124	168	418	379	309	288	743058	606411	460218	316223	220354	119973	79552	45516	24603	14227
QG2075	UChicago-EA1-QG2075	UNKNOWN	QG2075	14254945	14104942	0	130.162	13886681	314805	17562	8912	6363	5031	3720	2386	1291	724	326	197	187	417	423	1379	4541	981897	839376	680658	521097	386385	273282	174392	112669	70717	46791
QG2075	UChicago2-L007-QG2075	UNKNOWN	QG2075	14124562	13949241	0	110.692	13746418	321036	19257	10194	7606	5723	4132	2641	1462	708	375	186	181	217	284	611	3531	992798	857834	693045	534488	391356	274892	176635	112713	70175	46431
QG536	BGI1-RET5-QG536	UNKNOWN	QG536	11889708	11767004	0	114.33	11584165	239647	18860	13040	10807	8050	5860	3341	1703	856	324	234	347	426	1229	819	0	517222	934776	766724	593919	429664	157368	230951	139479	84746	49460
QG536	BGI1-RET6-QG538	UNKNOWN	QG536	4055290	4019773	0	182.102	3945577	80614	6919	5422	4837	3834	2797	1586	793	352	193	187	346	475	829	529	0	185372	335061	277079	214958	154375	55743	80045	46559	27383	15115
QG536	BGI1-RET7-QG537	UNKNOWN	QG536	17497014	17339051	0	101.223	17042600	354685	28698	19846	16546	12950	9151	5166	2556	1185	414	280	466	515	1192	764	0	778293	1416049	1168023	908432	654817	241111	351645	211122	126639	74231
QG536	BGI2-RET5-QG536	UNKNOWN	QG536	10866643	10754509	0	122.141	10587344	218075	17074	11961	10018	7720	5384	3167	1635	828	327	206	368	464	1239	833	0	472673	853084	700885	545092	392333	144605	211075	127599	77691	45736
QG536	BGI2-RET6-QG538	UNKNOWN	QG536	11874076	11767247	0	149.744	11558027	235643	19987	15219	12976	10258	7512	4431	2268	1069	442	418	694	974	2568	1590	0	551840	1019663	861137	685399	509258	188912	280727	173386	107372	65084
QG536	BGI2-RET7-QG537	UNKNOWN	QG536	16383922	16235902	0	105.449	15958139	330605	27202	18897	15784	12274	8607	4940	2494	1123	425	295	475	558	1290	814	0	728321	1332456	1101219	860362	621972	229540	335939	203581	123586	72344
QG536	BGI3-RET5b-QG536	UNKNOWN	QG536	25360786	25093889	0	105.342	24711306	509415	40505	28839	23040	17752	12061	7006	3634	1756	780	520	670	910	1704	888	0	1082721	1943474	1589007	1232217	894687	332176	490954	307174	189588	114531
QG536	BGI3-RET6b-QG538	UNKNOWN	QG536	23391551	23177966	0	134.025	22770086	464917	39942	30337	26094	21001	15080	8718	4542	2164	931	795	1025	1606	3006	1307	0	1068707	1944184	1624332	1281706	945178	355128	524250	328674	203955	125059
QG536	BGI3-RET7b-QG537	UNKNOWN	QG536	28625059	28366672	0	105.039	27871866	580996	47872	33937	28575	22643	16214	9402	4811	2279	801	491	558	912	2332	1370	0	1294754	2381706	1996950	1572790	1151832	428936	632420	388736	236734	141436
QG536	Princeton1-PL_21-QG537	UNKNOWN	QG536	15690915	15305081	0	84.7164	15308326	328519	18444	10226	7813	5935	4156	2496	1383	606	305	156	223	763	659	727	178	1135298	962478	763424	558640	402763	237243	160548	96467	54079	32715
QG536	Princeton1-PL_3-QG538	UNKNOWN	QG536	11661601	11287858	0	97.3935	11387500	241135	11880	6164	4781	3650	2436	1383	794	352	178	67	119	309	281	306	266	680457	551229	426978	297606	200719	100431	61935	34001	17479	9462
QG536	Princeton1-PL_4-QG538	UNKNOWN	QG536	3101945	3052165	0	93.2307	3028048	64450	3367	1768	1361	1007	742	437	234	111	49	28	22	98	95	91	37	198890	162345	124413	87718	61012	32242	20362	11301	5721	2994
QG536	Princeton1-PL_7-QG536	UNKNOWN	QG536	20421308	19981698	0	95.9996	19942685	420710	21064	11112	8291	6266	4456	2485	1420	647	307	130	132	414	405	428	356	1188282	954478	724696	496753	335221	171397	109121	59540	30676	17030
QG536	Princeton1-PL_7-QG537	UNKNOWN	QG536	19589688	19174206	0	90.0857	19127466	402254	21301	11671	8711	6822	4684	2821	1489	674	313	129	107	267	350	345	284	1207933	984285	753749	522460	357180	187112	119977	67166	34710	19317
QG536	Princeton1-PL_8-QG536	UNKNOWN	QG536	6514980	6420215	0	86.2509	6361721	133924	6931	3656	2801	2078	1521	917	467	261	124	52	42	156	155	128	46	418365	341975	262245	184599	127895	69010	43972	24078	12500	6586
QG536	Princeton1-PL_8-QG537	UNKNOWN	QG536	5952394	5870135	0	77.9022	5811064	122363	6758	3682	2686	2196	1533	861	499	225	106	45	44	131	101	74	26	399012	329898	256627	181799	126825	69270	44779	24958	12790	6676
QG556	BGI1-RET2-QG556	UNKNOWN	QG556	13748292	13580332	0	188.78	13383578	273243	21976	16658	14324	11267	8074	4880	2316	1262	632	494	975	1450	4824	2339	0	617428	1120403	930599	730093	538570	196001	286442	176457	107695	64068
QG556	BGI1-RET7-QG558	UNKNOWN	QG556	11365995	11230725	0	209.772	11054965	228492	19062	14784	12842	10191	7424	4297	2091	1115	540	460	1059	1432	4780	2461	0	515922	939451	784344	619421	461292	167461	243510	148210	90005	52093
QG556	BGI2-RET2-QG556	UNKNOWN	QG556	13430956	13265282	0	188.358	13077637	265525	21296	16131	13554	10788	7807	4671	2184	1187	580	540	876	1298	4602	2280	0	598283	1082491	898103	699344	513390	186193	269626	166712	101620	59380
QG556	BGI2-RET7-QG558	UNKNOWN	QG556	9839030	9722538	0	217.81	9568877	196554	16804	12964	11529	9007	6486	3872	1903	934	466	427	929	1357	4594	2327	0	449434	820918	687745	544850	408465	149731	217171	134672	82257	49092
QG556	BGI3-RET2a-QG556	UNKNOWN	QG556	27628277	27269520	0	141.23	26910314	548078	43425	32068	27226	21966	15704	9510	4486	2271	1034	740	906	1664	6365	2520	0	1250153	2279507	1904223	1499921	1105404	405227	592090	371780	226166	135408
QG556	BGI3-RET7a-QG558	UNKNOWN	QG556	17437557	17228404	0	192.166	16958927	348136	30310	24015	21096	16773	11695	7123	3504	1930	1027	961	1230	2565	6008	2257	0	793978	1449652	1218660	972035	728703	272698	402395	254797	159097	97197
QG557	BGI1-RET1-QG557	UNKNOWN	QG557	15372174	15223569	0	169.924	14942370	310311	29144	21954	19108	15848	11676	7267	3737	2141	962	550	813	1153	3575	1565	0	709052	1313366	1114222	897407	674331	252041	371943	236269	147680	89108
